text;ground_truth;found;phrases_found;out_of
Marco Rubio controlled funds that out of the $600000 that were raised only $4000 went to candidates to try to improve their chances to be elected to office;0.5;0.11410742419908593;3;26
Says Hillary Clintons campaign hasnt been clear about when she wiped herserverof her work emails;0.75;0.0;1;13
Says Rep. Jon Runyan voted to redefine rape;0.0;0.02509917125600092;4;6
Ted Cruz is mathematically out of winning the race;0.75;0.0;1;7
John Paul Stevens is the only Protestant on the U.S. Supreme Court;1.0;0.969714545556083;4;10
Eighty percent of the antibiotics in this country are fed to livestock;0.75;0.7657631620520681;4;10
This year Eric Cantor has received more money from oil companies than any other member of Congress;0.0;0.9294885991494313;6;15
Says Rep. Steve Stockman basically wants gun-filled zones in schools;1.0;-1;0;8
Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations;1.0;0.8230921801765265;6;17
The Iran deal says that if any other country tries to undermine Irans nuclear program we have to help them defend themselves against Israel Egypt Saudis our own allies;0.0;0.0924714774945885;5;27
Rick Scotts Administration spent over $100000 of taxpayer money during their first voter purge attempt in 2012;0.25;0.0;1;15
We are number one in the world when it comes to energy resources. The Russians are second;1.0;0.8508287091465775;8;15
The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol  more than the amount of corn used to feed livestock and poultry in the United States;0.5;0.7074042429541216;8;32
In 1913 it was legal to mail children;0.25;-1;0;6
Tonight in Ohio more people came out to vote for Barack Obama in an unopposed race than voted for Mitt Romney and Rick Santorum combined;0.0;0.11584058711604761;6;23
Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program but he proposed a $500 billion highway system and theyre going to put $30 billion into roads and bridges;0.75;0.11410742419908593;3;30
Congressman Tom Cotton is the only Arkansan in Congress  Democrat or Republican  to vote against disaster relief five times;0.5;0.9973206459263142;4;17
The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and weve never had an accident;1.0;0.9482375225314149;2;22
No openly gay man has ever been elected to the Georgia Legislature;1.0;0.9482375225314149;2;10
U.S. Reps. Eric Cantor and Luis Gutierrez were touring the country last year joined at the hip working together in a bipartisan fashion indeed for the goal of immigration reform;0.0;0.9771268526121949;3;28
The $5 billion website for Obamacare never worked. Still doesnt work;0.0;-1;0;9
It takes almost a year for a refugee to be processed in the United States;0.75;0.21436484745508577;4;13
Congressman Ryan has secured a grand total of $116838763 to date for the Mahoning Valley and has an additional $27095000 pending in FY2010 spending bills;1.0;0.02509917125600092;4;23
In North Carolina they used stimulus money to hire one new state worker. His job apply for more stimulus funds from the taxpayers by the way of the federal government;0.0;0.07274702753435602;7;28
If Sen. Hillary Clinton could enact all of her campaign proposals taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term;0.75;0.0;2;26
Dan Gecker voted to double vehicle registration fees costing Chesterfield county residents over $6 million annually;0.0;-1;0;14
A lot of people dont know that 50000 Americans now make their living off eBay;0.5;0.008427058380527042;7;13
I dont know anything about David Duke;0.0;0.0;2;5
80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence;0.0;1.0;3;17
Only 3 percent of voters 18 to 34 dont believe that climate change is really happening;1.0;0.9482375225314149;4;14
Says U.S. Senate candidate Joni Ernst does not support a national minimum wage;0.75;0.30283244512979446;5;11
Birthers have obtained a copy of Obamas Kenyan birth certificate;0.0;0.0;1;8
Keystone means unlocking the Canadian tar sands;0.25;-1;0;5
The working tax cut created over 40000 new jobs in just the last four years;0.0;0.046446415297875854;8;13
There are at least twice as many licensed firearm dealers in California as there are McDonalds;1.0;0.9771268526121949;3;14
I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. We played in at least 15 inches of that;0.0;1.0;1;24
It is the Department of Homeland Securitys view that returning military veterans and gun owners are likely to commit terrorist acts;0.25;0.990842812962371;3;19
Data on violent crime shows Wisconsin has become less safe than it was when Scott Walker took office;0.25;0.046446415297875854;4;16
The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders;0.75;0.0;1;32
In 2006 Donald Trump was hoping for a real estate crash;0.75;0.02446062058192977;2;9
The Republican leaderships budget proposal doesnt contain any numbers;1.0;-1;0;7
Says 1 in 7 American families is on food stamps;1.0;0.02509917125600092;2;8
The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially it would be Wisconsins biggest taxpayer;0.75;0.16149429416054906;13;28
Our race was the closest U.S. Senate race in Ohio in 36 years  when Howard Metzenbaum defeated Robert Taft in 1976;1.0;1.0;3;19
We have drawn down to presurge levels. Basra Mosul and now Sadr City are quiet and its long and its tough and there will be setbacks;0.25;0.9482375225314149;2;24
Says Austins treated wastewater put into the Colorado River is of higher quality than water the city takes from the lake for public use;0.5;-1;0;22
An amendment to the House health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money;0.0;0.035153447513709635;12;31
As president Barack Obama has never visited Israel;1.0;0.0052998808129216535;4;6
Were the worst state in the country at moving people from welfare to work;0.0;0.9989671543485312;5;12
Says the private sector in Texas created 1 million jobs over the past decade;0.5;0.2166699244268926;8;12
Pentagon confirms they may court martial soldiers who hold Christian faith;0.25;-1;0;9
Cobb is one of the largest school systems in the nation that is debt free;1.0;0.9732069750424045;7;13
Weve got more revenue than we ever have;0.0;1.0;2;6
Between 2010 and 2014 there was no net in-migration from Mexico;0.75;0.0;1;9
The Social Security disability fund is going belly up in 2016;1.0;0.0;1;9
A shocking 20 veterans are committing suicide each and every day especially our older veterans;1.0;1.0;2;13
Today the five largest financial institutions are 38 percent bigger than they were back in 2008 when they were too big to fail;0.75;0.7074042429541216;4;21
The House did vote against engagement in Kosovo and Bill Clinton kept fighting anyway. And then ultimately a vote did pass;0.75;1.0;1;19
Did you know that the U.S. is one of the very few nations in the world without an official language;1.0;0.06846536032292483;9;18
Every time weve increased the minimum wage weve seen a growth in jobs;0.25;0.11584058711604772;3;11
The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session;1.0;0.0010588555796866572;6;13
We have more people working in clean and green energy than in oil and gas in this country;1.0;0.04021612097156135;8;16
Florida has 1200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf;0.75;0.8872092873909276;5;33
Says Hillary Clinton had an undercover nurse with her at the Sept. 11 memorial ceremony in New York;0.0;0.005380380017541708;4;16
Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college;0.75;0.9482375225314149;4;15
The fastest-growing part of the Pentagons budget are health care expenses;1.0;0.02509917125600092;2;9
Inflation-adjusted defense spending has declined 21 percent since 2010 and even if we discount the drawdowns in Iraq and Afghanistan it has still declined by a dangerous 12 percent;0.75;0.8230921801765265;3;27
According to ATF data 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States;0.75;0.7074042429541216;4;20
The two worst counties for Medicaid fraud in the country  not state  are Dade and Broward county;0.75;0.02509917125600092;2;15
Fireworks have never been safer and their use continues to increase each year;1.0;0.0;1;11
Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act;0.75;0.9293140283937642;10;19
